1.04,0.0297309,0.99898,0.998981,0.999395,0.999434,0.999259,0.998893,0.998935,0.999399,0.999085,0.998632,0.997899,0.995503,0.981928,0.936889,0.791573,0.505851,0.209273,0.0620736,0.0164144,0.00401935,0.0011872,0.000350376,0.00042199,0.000343674,0.000306067,0.000305568,0.000305029,0.000304448,0.000303827,0.000303166,0.000302467
1.056,0.0299042,0.998974,0.998981,0.999398,0.999438,0.99926,0.998898,0.998947,0.999395,0.999096,0.998635,0.997907,0.995517,0.981932,0.936893,0.79158,0.50586,0.209278,0.0620767,0.0164173,0.00402143,0.00118932,0.000352102,0.0004237,0.000345355,0.000307589,0.000306994,0.00030636,0.000305687,0.000304976,0.000304228,0.000303443
1.072,0.0300635,0.998967,0.998979,0.999398,0.999441,0.99926,0.998902,0.998958,0.99939,0.999105,0.998636,0.997913,0.995529,0.981935,0.936896,0.791587,0.505868,0.209283,0.0620797,0.0164202,0.00402348,0.00119138,0.000353762,0.000425339,0.000346957,0.000309025,0.000308324,0.000307587,0.000306814,0.000306005,0.000305162,0.000304286
1.088,0.0302085,0.998958,0.998977,0.999397,0.999441,0.999258,0.998905,0.998967,0.999384,0.999114,0.998636,0.997918,0.99554,0.981937,0.936898,0.791592,0.505876,0.209288,0.0620826,0.0164231,0.0040255,0.00119342,0.00035538,0.000426929,0.0003485,0.000310393,0.000309579,0.000308731,0.000307849,0.000306935,0.00030599,0.000305014
1.104,0.0303402,0.998948,0.998974,0.999395,0.99944,0.999255,0.998908,0.998974,0.999378,0.999122,0.998634,0.997921,0.995549,0.981937,0.936899,0.791597,0.505884,0.209293,0.0620854,0.016426,0.00402752,0.00119544,0.000356974,0.000428491,0.000350004,0.000311714,0.000310778,0.000309811,0.000308813,0.000307786,0.000306731,0.000305649
1.12,0.0304604,0.998937,0.998969,0.999391,0.999437,0.999251,0.99891,0.99898,0.999371,0.999129,0.998632,0.997922,0.995556,0.981937,0.9369,0.791601,0.505891,0.209297,0.0620881,0.0164289,0.00402955,0.00119746,0.000358566,0.000430041,0.000351487,0.000313007,0.00031194,0.000310845,0.000309723,0.000308575,0.000307402,0.000306205
1.136,0.0305714,0.998924,0.998964,0.999386,0.999434,0.999246,0.998912,0.998984,0.999364,0.999136,0.998627,0.997921,0.995562,0.981936,0.936899,0.791604,0.505899,0.209301,0.0620908,0.0164319,0.0040316,0.0011995,0.000360173,0.000431599,0.000352966,0.000314288,0.000313082,0.000311851,0.000310596,0.000309318,0.00030802,0.000306701
1.152,0.0306759,0.99891,0.998959,0.99938,0.999429,0.99924,0.998914,0.998987,0.999357,0.999142,0.998622,0.997919,0.995566,0.981934,0.936898,0.791607,0.505906,0.209305,0.0620936,0.016435,0.00403368,0.00120156,0.000361811,0.000433178,0.000354457,0.000315573,0.000314219,0.000312843,0.000311447,0.000310032,0.0003086,0.000307152
1.168,0.0307765,0.998896,0.998952,0.999373,0.999423,0.999233,0.998915,0.998989,0.999349,0.999147,0.998615,0.997914,0.995569,0.981932,0.936896,0.791608,0.505913,0.209308,0.0620963,0.0164382,0.0040358,0.00120366,0.000363495,0.000434793,0.000355975,0.000316876,0.000315366,0.000313837,0.000312291,0.00031073,0.000309156,0.00030757
1.184,0.0308759,0.99888,0.998946,0.999366,0.999416,0.999226,0.998916,0.99899,0.999342,0.999152,0.998607,0.997908,0.995571,0.981929,0.936893,0.791609,0.505919,0.209312,0.062099,0.0164415,0.00403797,0.00120582,0.000365241,0.000436459,0.000357533,0.000318211,0.000316535,0.000314844,0.000313141,0.000311425,0.000309701,0.000307969
1.2,0.0309765,0.998864,0.998938,0.999358,0.999409,0.999217,0.998916,0.998989,0.999336,0.999156,0.998598,0.997899,0.995571,0.981926,0.93689,0.791609,0.505925,0.209315,0.0621019,0.0164449,0.00404019,0.00120803,0.00036706,0.000438186,0.000359144,0.00031959,0.00031774,0.000315879,0.000314008,0.00031213,0.000310247,0.000308361
